t_s,hip_deg,hip_vel_dps,knee_deg,knee_vel_dps,ankle_deg,ankle_vel_dps,foot_strike,mid_swing,toe_off,steady_state
59.4609,-26.3341,61.9762,51.1731,-295.191,-1.86431,6.04951,0,0,0,0
59.4648,-26.0717,71.3985,49.9947,-307.796,-1.82591,15.1144,0,0,0,0
59.4688,-25.7763,79.7692,48.7686,-318.659,-1.74623,25.2411,0,0,0,0
59.4727,-25.4485,87.3101,47.5053,-327.962,-1.62873,36.3865,0,0,0,0
59.4766,-25.0942,95.7039,46.2065,-338.429,-1.46198,45.9541,0,0,0,0
59.4805,-24.7009,104.437,44.8615,-349.801,-1.26974,51.7177,0,0,0,0
59.4844,-24.2784,111.589,43.4739,-359.556,-1.05796,55.413,0,0,0,0
59.4883,-23.8292,116.715,42.0527,-366.783,-0.836849,58.4159,0,0,0,0
59.4922,-23.3666,118.936,40.6086,-371.562,-0.601617,61.4638,0,0,0,0
59.4961,-22.9,118.501,39.15,-373.468,-0.356693,63.2075,0,0,0,0
59.5,-22.4409,116.487,37.691,-373.242,-0.10784,63.9663,0,0,0,0
59.5039,-21.99,113.944,36.2343,-371.779,0.143012,64.4518,0,0,0,0
59.5078,-21.5507,109.277,34.7867,-367.244,0.395657,63.1224,0,0,0,0
59.5117,-21.1364,102.598,33.3653,-359.713,0.636124,59.0602,0,0,0,0
59.5156,-20.7492,95.7045,31.9766,-350.863,0.857036,53.9756,0,0,0,0
59.5195,-20.3887,88.6955,30.6244,-343.032,1.05778,51.621,0,0,0,0
59.5234,-20.0563,81.2936,29.2969,-336.183,1.2603,51.9163,0,0,0,0
59.5273,-19.7537,75.137,27.9981,-330.501,1.46335,52.9499,0,0,0,0
59.5312,-19.4694,70.4822,26.715,-326.799,1.67394,54.9815,0,0,0,0
59.5352,-19.203,65.8129,25.4452,-323.092,1.89287,56.0795,0,0,0,0
59.5391,-18.9552,59.5055,24.191,-317.275,2.11204,55.3896,0,0,0,0
59.543,-18.7382,51.5679,22.9666,-309.737,2.32557,53.0068,0,1,0,0
59.5469,-18.5524,43.537,21.7713,-302.242,2.52613,49.4458,0,0,0,0
59.5508,-18.3981,36.0503,20.6055,-295.696,2.71184,47.7549,0,0,0,0
59.5547,-18.2708,30.5918,19.4614,-291.485,2.89919,51.2029,0,0,0,0
59.5586,-18.1591,26.5052,18.3284,-288.071,3.11184,56.4512,0,0,0,0
59.5625,-18.0637,21.9092,17.2109,-283.373,3.34018,60.9377,0,0,0,0
59.5664,-17.9879,16.5653,16.1147,-278.333,3.58788,69.7922,0,0,0,0
59.5703,-17.9343,11.5685,15.0366,-274.514,3.8854,81.4622,0,0,0,0
59.5742,-17.8976,9.60284,13.9702,-272.3,4.22427,90.8704,0,0,0,0
59.5781,-17.8593,10.8515,12.9094,-269.837,4.59528,95.6863,0,0,0,0
59.582,-17.8128,12.812,11.8623,-265.468,4.97177,98.7949,0,0,0,0
59.5859,-17.7592,13.0407,10.8356,-259.034,5.36707,101.974,0,0,0,0
59.5898,-17.7109,10.4524,9.83869,-250.827,5.76839,103.103,0,0,0,0
59.5938,-17.6775,7.71455,8.8761,-242.564,6.17251,101.719,0,0,0,0
59.5977,-17.6507,7.6355,7.94378,-236.67,6.56302,98.2534,0,0,0,0
59.6016,-17.6179,10.0042,7.02724,-229.909,6.94006,93.3505,0,0,0,0
59.6055,-17.5725,13.1364,6.14773,-220.909,7.29227,85.8082,0,0,0,0
59.6094,-17.5153,16.0412,5.3015,-211.281,7.6104,75.5923,0,0,0,0
59.6133,-17.4472,18.1637,4.49721,-199.929,7.8828,64.2172,0,0,0,0
59.6172,-17.3734,18.8889,3.73965,-183.857,8.11206,52.5957,0,0,0,0
59.6211,-17.2996,18.1577,3.06092,-165.075,8.29368,42.257,0,0,0,0
59.625,-17.2315,16.1509,2.45008,-147.786,8.44217,33.9282,0,0,0,0
59.6289,-17.1735,12.0335,1.90641,-129.709,8.55873,25.475,0,0,0,0
59.6328,-17.1375,6.24549,1.43679,-111.246,8.64119,17.7832,0,0,0,0
59.6367,-17.1247,-0.191237,1.03736,-91.3282,8.69765,9.31628,0,0,0,0
59.6406,-17.139,-7.40618,0.723337,-71.4174,8.71396,1.08242,0,0,0,0
59.6445,-17.1825,-15.963,0.479446,-52.8136,8.7061,-4.74293,0,0,0,0
59.6484,-17.2637,-24.3395,0.310757,-35.7249,8.67691,-8.68319,0,0,0,0
59.6523,-17.3727,-29.9675,0.200363,-20.0465,8.63827,-13.8055,0,0,0,0
59.6562,-17.4978,-33.6406,0.154154,-5.96804,8.56906,-18.8876,0,0,0,0
59.6602,-17.6355,-37.3848,0.153741,6.1587,8.49072,-21.1274,0,0,0,0
59.6641,-17.7899,-41.0085,0.202265,18.9675,8.40402,-22.5486,0,0,0,0
59.668,-17.9558,-43.4611,0.301915,34.6369,8.31457,-26.8633,0,0,0,0
59.6719,-18.1294,-44.7211,0.472849,51.0674,8.19416,-33.2864,0,0,0,0
59.6758,-18.3052,-45.2261,0.700854,65.1874,8.05454,-38.0137,0,0,0,0
59.6797,-18.4827,-44.305,0.982093,77.14,7.8972,-43.6154,0,0,0,0
59.6836,-18.6513,-40.8374,1.30347,85.8138,7.71381,-44.3858,0,0,0,0
59.6875,-18.8017,-33.5797,1.65247,92.5371,7.55045,-25.9933,0,0,0,0
59.6914,-18.9136,-20.7433,2.02637,94.7873,7.51075,16.8387,0,0,0,0
59.6953,-18.9638,-6.57688,2.39295,92.2276,7.682,90.3484,0,0,0,0
59.6992,-18.965,3.44936,2.74685,88.7051,8.21656,166.063,0,0,0,0
59.7031,-18.9368,11.0575,3.08591,85.1646,8.97928,190.549,0,0,0,0
59.707,-18.8786,29.94,3.41216,69.4934,9.70512,192.901,0,0,0,0
59.7109,-18.7029,67.5411,3.6288,36.6117,10.4862,204.115,0,0,0,0
59.7148,-18.351,104.956,3.69817,8.99749,11.2997,207.13,0,0,0,0
59.7188,-17.883,107.643,3.69908,17.644,12.1043,175.176,0,0,0,0
59.7227,-17.5101,51.4291,3.83601,84.5647,12.6681,68.1426,0,0,0,0
59.7266,-17.4812,-22.029,4.3597,166.838,12.6367,-76.5466,0,0,0,0
59.7305,-17.6822,-72.7947,5.13934,219.06,12.0702,-136.618,0,0,0,0
59.7344,-18.0499,-112.043,6.071,251.755,11.5694,-82.2909,0,0,0,0
59.7383,-18.5574,-153.304,7.10605,284.833,11.4273,-26.5175,0,0,0,0
59.7422,-19.2475,-197.628,8.29612,325,11.3622,-30.4813,0,0,0,0
59.7461,-20.1013,-239.195,9.64495,369.118,11.1892,-49.9365,0,0,0,0
59.75,-21.1161,-270.186,11.1797,408.177,10.9721,-46.4968,0,0,0,0
59.7539,-22.212,-269.357,12.8336,416.863,10.826,-24.4206,0,0,0,0
59.7578,-23.2203,-234.263,14.4362,385.514,10.7814,-2.14135,0,0,0,0
59.7617,-24.0421,-181.065,15.8453,327.769,10.8092,6.26204,0,0,0,0
59.7656,-24.6348,-120.734,16.9967,259.651,10.8303,7.62376,0,0,0,0
59.7695,-24.9852,-52.1598,17.8737,183.123,10.8688,6.15066,1,0,0,0
59.7734,-25.0423,4.65316,18.4273,118.472,10.8783,0.600106,0,0,0,0
59.7773,-24.9489,36.8972,18.7992,80.0406,10.8735,-0.399201,0,0,0,0
59.7812,-24.754,66.5106,19.0526,46.5033,10.8752,-3.74136,0,0,0,0
59.7852,-24.4293,121.131,19.1624,-13.3589,10.8442,-26.9274,0,0,0,0
59.7891,-23.8078,188.401,18.9482,-87.2133,10.6649,-67.6467,0,0,0,0
59.793,-22.9575,231.731,18.4811,-135.162,10.3158,-72.2632,0,0,0,0
59.7969,-21.9975,243.208,17.8923,-149.259,10.1003,-48.7227,0,0,0,0
59.8008,-21.0576,224.991,17.3151,-133.09,9.93517,-48.9229,0,0,0,0
59.8047,-20.2399,195.879,16.8526,-107.645,9.71814,-62.7076,0,0,0,0
59.8086,-19.5274,170.852,16.4742,-89.1036,9.4453,-70.6419,0,0,0,0
59.8125,-18.9052,148.423,16.1565,-76.3386,9.16629,-66.3165,0,0,0,0
59.8164,-18.3679,125.222,15.8778,-65.5085,8.92723,-55.6374,0,0,0,0
59.8203,-17.9269,102.782,15.6448,-56.0468,8.73165,-40.9428,0,0,0,0
59.8242,-17.565,81.4541,15.44,-47.7334,8.60739,-26.3569,0,0,0,0
59.8281,-17.2906,60.3043,15.2719,-36.0074,8.52575,-19.2924,0,0,0,0
59.832,-17.0939,45.009,15.1587,-24.4068,8.45668,-19.3579,0,0,0,0
59.8359,-16.939,39.4059,15.0812,-19.5339,8.37453,-25.2376,0,0,0,0
59.8398,-16.786,39.5953,15.0061,-18.9328,8.25952,-33.0952,0,0,0,0
59.8438,-16.6297,39.0364,14.9333,-16.7201,8.11599,-36.438,0,0,0,0
59.8477,-16.4811,33.6202,14.8755,-9.56844,7.97487,-34.8457,0,0,0,0
59.8516,-16.367,25.5789,14.8586,-0.0886548,7.84377,-31.7778,0,0,0,0
59.8555,-16.2813,19.7602,14.8748,6.31911,7.72662,-28.7275,0,0,0,0
59.8594,-16.2127,17.2299,14.908,8.46386,7.61935,-27.0964,0,0,0,0
59.8633,-16.1467,19.3766,14.9409,5.223,7.51494,-26.4275,0,0,0,0
59.8672,-16.0613,25.9572,14.9488,-3.15119,7.4129,-25.9098,0,0,0,0
59.8711,-15.9439,34.8922,14.9163,-14.4626,7.31253,-25.0309,0,0,0,0
59.875,-15.7887,43.8491,14.8358,-27.2609,7.21736,-22.6651,0,0,0,0
59.8789,-15.6013,52.1703,14.7033,-40.1167,7.13548,-19.0828,0,0,0,0
59.8828,-15.3812,57.9992,14.5224,-50.1265,7.06829,-15.263,0,0,0,0
59.8867,-15.1482,60.3236,14.3118,-56.3306,7.01624,-12.0809,0,0,0,0
59.8906,-14.9099,61.0703,14.0823,-60.6278,6.97391,-10.7852,0,0,0,0
59.8945,-14.6712,61.6154,13.8381,-64.2277,6.93199,-11.5166,0,0,0,0
59.8984,-14.4286,62.7686,13.5806,-67.6478,6.88394,-12.779,0,0,0,0
59.9023,-14.1808,64.4207,13.3097,-71.0876,6.83216,-13.5932,0,0,0,0
59.9062,-13.9253,66.5021,13.0252,-74.4676,6.77775,-13.9468,0,0,0,0
59.9102,-13.6613,69.5723,12.7279,-78.2087,6.7232,-14.0637,0,0,0,0
59.9141,-13.3818,72.5836,12.4143,-81.2385,6.66789,-14.4217,0,0,0,0
59.918,-13.0943,74.1246,12.0933,-82.2722,6.61054,-16.0362,0,0,0,0
59.9219,-12.8028,74.5199,11.7716,-81.8057,6.54261,-18.9575,0,0,0,0
59.9258,-12.5121,74.279,11.4542,-80.7228,6.46245,-20.7178,0,0,0,0
59.9297,-12.2225,74.2867,11.141,-80.0714,6.38076,-20.7583,0,0,0,0
59.9336,-11.9318,74.8164,10.8287,-80.1088,6.30028,-20.3802,0,0,0,0
59.9375,-11.638,76.0282,10.5151,-80.8574,6.22155,-19.9882,0,0,0,0
59.9414,-11.3379,78.2008,10.197,-82.7601,6.14413,-19.2154,0,0,0,0
59.9453,-11.0271,81.1667,9.86863,-85.8775,6.07144,-17.4825,0,0,0,0
59.9492,-10.7038,84.76,9.52617,-89.6321,6.00756,-15.125,0,0,0,0
59.9531,-10.365,89.2371,9.16842,-93.8298,5.95329,-12.8197,0,0,0,0
59.957,-10.0067,93.8062,8.79317,-97.1228,5.90741,-11.6102,0,0,0,0
59.9609,-9.63216,96.9873,8.4097,-98.1728,5.86259,-11.6106,0,0,0,0
59.9648,-9.249,98.3806,8.02625,-97.0005,5.81671,-11.9976,0,0,0,0
59.9688,-8.86361,97.7603,7.65193,-93.2909,5.76886,-12.8423,0,0,0,0
59.9727,-8.4853,96.4324,7.29746,-88.5484,5.71639,-14.898,0,0,0,0
59.9766,-8.11028,95.4375,6.96019,-84.1058,5.65248,-17.7874,0,0,0,0
59.9805,-7.73974,94.4518,6.64042,-80.0075,5.57743,-20.2343,0,0,0,0
59.9844,-7.37243,93.014,6.33517,-75.6659,5.49441,-22.4559,0,0,0,0
59.9883,-7.01311,91.2457,6.04932,-71.3086,5.40201,-24.278,0,0,0,0
59.9922,-6.65961,89.8506,5.77811,-67.7263,5.30475,-25.2099,0,0,0,0
59.9961,-6.3112,88.2687,5.52024,-64.8112,5.20507,-25.6438,0,0,0,0
60,-5.97006,85.8231,5.2718,-62.1915,5.10442,-24.9835,0,0,0,0
60.0039,-5.64075,83.2142,5.0344,-59.7123,5.00989,-24.0481,0,0,0,0
60.0078,-5.31999,81.2626,4.80533,-58.0915,4.91656,-24.1295,0,0,0,0
60.0117,-5.00593,79.4945,4.58059,-57.2762,4.82139,-24.6451,0,0,0,0
60.0156,-4.69898,77.4884,4.35789,-56.5669,4.72403,-25.227,0,0,0,0
60.0195,-4.40059,75.7015,4.13869,-56.1126,4.62432,-25.4143,0,0,0,0
60.0234,-4.1076,74.21,3.91954,-56.251,4.52549,-25.097,0,0,0,0
60.0273,-3.82086,72.8449,3.69926,-56.4883,4.42826,-25.0896,0,0,0,0
60.0312,-3.53853,71.739,3.47825,-56.5494,4.32949,-26.1382,0,0,0,0
60.0352,-3.26043,70.7676,3.2575,-56.3304,4.22407,-27.8499,0,0,0,0
60.0391,-2.9857,70.057,3.0382,-56.1011,4.11193,-29.4215,0,0,0,0
60.043,-2.71315,69.5952,2.81924,-55.7505,3.99423,-30.3503,0,0,0,0
60.0469,-2.44202,69.7601,2.60268,-55.1261,3.87483,-30.6334,0,0,0,0
60.0508,-2.16818,70.2304,2.38859,-54.3086,3.75492,-30.6017,0,0,0,0
60.0547,-1.89338,70.6,2.17842,-53.3171,3.63577,-31.9962,0,0,0,0
60.0586,-1.61666,71.1055,1.97208,-52.5411,3.50497,-35.4617,0,0,0,0
60.0625,-1.3379,71.0793,1.76797,-51.1533,3.35874,-38.8868,0,0,0,0
60.0664,-1.06138,70.1466,1.57247,-49.1053,3.20118,-39.1534,0,0,0,0
60.0703,-0.789918,68.9563,1.38435,-47.1871,3.05288,-36.8207,0,0,0,0
60.0742,-0.522698,67.677,1.20384,-45.5211,2.91354,-34.9997,0,0,0,0
60.0781,-0.261225,66.0486,1.02874,-43.68,2.77946,-34.6148,0,0,0,0
60.082,-0.00672616,64.7854,0.862614,-41.8707,2.64313,-35.4228,0,0,0,0
60.0859,0.244879,64.104,0.70165,-40.4503,2.50274,-36.2473,0,0,0,0
60.0898,0.494054,63.8085,0.546616,-38.7622,2.35997,-36.9296,0,0,0,0
60.0938,0.74335,63.7808,0.39884,-36.8954,2.21424,-37.5501,0,0,0,0
60.0977,0.99231,63.8391,0.258389,-34.8467,2.06663,-37.7267,0,0,0,0
60.1016,1.24206,64.2416,0.126617,-33.1285,1.91952,-37.7176,0,0,0,0
60.1055,1.49416,64.9578,-0.000410334,-32.0674,1.77198,-37.8135,0,0,0,0
60.1094,1.74951,66.0204,-0.123894,-31.4602,1.62412,-37.8961,0,0,0,0
60.1133,2.00992,67.1054,-0.246177,-31.2406,1.47593,-37.044,0,0,0,0
60.1172,2.27374,67.7657,-0.367945,-30.9703,1.33474,-35.1929,0,0,0,0
60.1211,2.5393,68.3878,-0.488117,-30.4256,1.201,-32.7681,0,0,0,0
60.125,2.80798,69.111,-0.60563,-29.9901,1.07875,-29.2246,0,0,0,0
60.1289,3.0792,69.6752,-0.7224,-29.7837,0.972703,-28.0889,0,0,0,0
60.1328,3.35229,70.1038,-0.8383,-29.4788,0.859321,-30.6902,0,0,0,0
60.1367,3.62685,70.8982,-0.952688,-29.077,0.732951,-31.0753,0,0,0,0
60.1406,3.90614,72.5987,-1.06545,-29.7097,0.616561,-26.276,0,0,0,0
60.1445,4.19399,74.3904,-1.18478,-31.4043,0.527682,-19.5831,0,0,0,0
60.1484,4.48728,75.4938,-1.31078,-32.5339,0.463578,-15.2725,0,0,0,0
60.1523,4.78375,76.2372,-1.43894,-31.7404,0.408373,-14.4293,0,0,0,0
60.1562,5.08285,76.9617,-1.55874,-29.7481,0.350856,-16.351,0,0,0,0
60.1602,5.38497,77.5061,-1.67133,-28.1326,0.280639,-19.4398,0,0,0,0
60.1641,5.68833,78.1151,-1.77851,-25.5027,0.198993,-21.8577,0,0,0,0
60.168,5.99521,78.979,-1.87055,-21.8407,0.109887,-21.548,0,0,0,0
60.1719,6.30531,79.384,-1.94913,-18.7558,0.03066,-18.6747,0,0,0,0
60.1758,6.61535,78.9071,-2.01707,-15.9215,-0.0359994,-16.6635,0,0,0,0
60.1797,6.92173,77.5928,-2.07351,-12.3917,-0.0995153,-17.2429,0,0,0,0
60.1836,7.22151,75.4168,-2.11388,-7.33131,-0.170701,-19.8297,0,0,0,0
60.1875,7.51089,71.2904,-2.13078,-0.704069,-0.254425,-21.8569,0,0,0,0
60.1914,7.77843,66.2245,-2.11938,6.18238,-0.341448,-22.4194,0,0,0,0
60.1953,8.02823,61.4776,-2.08248,12.7418,-0.429566,-22.3397,0,0,0,0
60.1992,8.25869,56.534,-2.01984,19.7376,-0.515966,-23.1629,0,0,0,0
60.2031,8.46988,50.6444,-1.92829,27.5831,-0.610514,-24.6948,0,0,0,0
60.207,8.65433,43.9411,-1.80436,35.4818,-0.708882,-25.4601,0,0,0,0
60.2109,8.81315,37.0965,-1.65111,43.1636,-0.809408,-25.5445,0,0,0,0
60.2148,8.94413,30.1835,-1.46717,51.3385,-0.908435,-25.9899,0,0,0,0
60.2188,9.04894,22.9059,-1.25005,59.3138,-1.01244,-26.441,0,0,0,0
60.2227,9.12307,16.3503,-1.00381,65.8935,-1.11499,-26.2273,0,0,0,0
60.2266,9.17667,11.3176,-0.735291,71.5102,-1.21733,-25.269,0,0,0,0
60.2305,9.21148,6.85145,-0.44517,76.9985,-1.31239,-23.3061,0,0,0,0
60.2344,9.23019,2.27617,-0.133779,83.0913,-1.3994,-21.2069,0,0,0,0
60.2383,9.22926,-1.70453,0.20394,88.9144,-1.47806,-18.9026,0,0,0,0
60.2422,9.21688,-5.06462,0.560821,93.7798,-1.54706,-15.5274,0,0,0,0
60.2461,9.1897,-8.89952,0.936548,98.5355,-1.59936,-11.9469,0,0,0,0
60.25,9.14735,-12.9653,1.33058,103.436,-1.64039,-9.32474,0,0,0,0
60.2539,9.08841,-16.5254,1.74459,107.822,-1.67221,-6.41757,0,0,0,0
60.2578,9.01826,-19.2106,2.17289,111.185,-1.69053,-1.64521,0,0,0,0
60.2617,8.93834,-22.0328,2.61317,114.387,-1.68506,3.42542,0,0,0,0
60.2656,8.84614,-25.9983,3.06648,118.496,-1.66377,7.29326,0,0,0,0
60.2695,8.73524,-30.1356,3.53886,122.823,-1.62808,11.7263,0,0,0,0
60.2734,8.61072,-34.1451,4.02597,126.871,-1.57216,18.2334,0,0,0,0
60.2773,8.4685,-38.9197,4.52998,131.397,-1.48564,24.7832,0,0,0,0
60.2812,8.30668,-44.311,5.05244,136.673,-1.37856,30.4616,0,0,0,0
60.2852,8.12234,-50.1592,5.59767,142.807,-1.24768,36.1094,0,0,0,0
60.2891,7.91483,-55.6272,6.16804,148.9,-1.09647,43.3086,0,0,0,0
60.293,7.68778,-60.9806,6.76087,155.128,-0.909351,51.9666,0,0,0,0
60.2969,7.43845,-67.1118,7.3799,162.692,-0.690506,59.6168,0,0,0,0
60.3008,7.1635,-72.3424,8.03182,171.336,-0.443624,66.8568,0,0,0,0
60.3047,6.87331,-75.6367,8.71838,179.772,-0.168221,75.1347,0,0,0,0
60.3086,6.57263,-77.6314,9.4362,187.602,0.143328,86.1221,0,0,0,0
60.3125,6.26686,-79.8527,10.1839,196.44,0.504565,97.7316,0,0,0,0
60.3164,5.94882,-82.2721,10.9708,207.096,0.906807,107.801,0,0,0,0
60.3203,5.62415,-85.5488,11.8018,218.448,1.34671,117.504,0,0,0,0
60.3242,5.28051,-92.6454,12.6773,231.595,1.82475,130.598,0,0,0,0
60.3281,4.9004,-100.261,13.611,244.039,2.36694,147.209,0,0,0,0
60.332,4.49728,-105.311,14.5837,253.047,2.97475,163.763,0,0,0,0
60.3359,4.07771,-109.453,15.5878,259.699,3.64626,179.156,0,0,0,0
60.3398,3.64223,-114.511,16.6125,265.231,4.37431,195.44,0,0,0,0
60.3438,3.18315,-120.78,17.6598,270.675,5.17303,212.998,0,0,0,0
60.3477,2.6987,-128.526,18.727,276.894,6.03825,232.495,0,0,0,0
60.3516,2.1791,-138.192,19.8229,284.322,6.98928,258.033,0,0,0,0
60.3555,1.61914,-150.498,20.9481,293.501,8.054,290.192,0,0,0,0
60.3594,1.00341,-162.46,22.1157,302.379,9.25626,318.297,0,0,0,0
60.3633,0.349997,-171.149,23.3103,308.228,10.5405,340.013,0,0,0,0
60.3672,-0.333604,-177.219,24.5236,311.951,11.9124,361.238,0,0,0,0
60.3711,-1.03444,-180.869,25.7473,314.092,13.3625,374.34,0,0,0,0
60.375,-1.74655,-183.467,26.9773,315.641,14.8368,371.77,0,0,0,0
60.3789,-2.46768,-186.065,28.2131,317.706,16.2668,354.68,0,0,0,0
60.3828,-3.20009,-190.081,29.4592,321.363,17.6075,324.004,0,0,0,0
60.3867,-3.9526,-196.841,30.7236,329.21,18.7979,284.583,0,0,0,0
60.3906,-4.73782,-204.589,32.031,339.873,19.8307,255.239,0,0,0,0
60.3945,-5.55085,-211.326,33.3787,349.802,20.7918,232.899,0,0,0,0
60.3984,-6.3887,-216.975,34.7636,358.612,21.6501,205.913,0,0,0,0
60.4023,-7.24586,-222.536,36.1801,367.521,22.4004,178.705,0,0,0,0
60.4062,-8.12715,-227.569,37.6347,375.457,23.0462,159.355,0,0,1,0
60.4102,-9.02363,-231.412,39.1132,381.234,23.6453,148.879,0,0,0,0
60.4141,-9.93494,-234.642,40.6129,385.629,24.2092,141.968,0,0,0,0
60.418,-10.8567,-237.722,42.1257,388.338,24.7544,141.922,0,0,0,0
60.4219,-11.792,-240.215,43.6466,387.113,25.3179,151.669,0,0,0,0
60.4258,-12.7332,-240.279,45.1499,381.185,25.9392,160.103,0,0,0,0
60.4297,-13.6691,-236.07,46.6244,371.21,26.5686,151.217,0,0,0,0
60.4336,-14.5774,-226.729,48.0497,355.571,27.1205,124.704,0,0,0,0
60.4375,-15.4403,-215.3,49.4021,335.004,27.5428,92.8646,0,0,0,0
60.4414,-16.2593,-203.595,50.6668,313.976,27.846,78.5744,0,0,0,0
60.4453,-17.0308,-190.897,51.8549,294.392,28.1566,82.4215,0,0,0,0
60.4492,-17.7506,-177.586,52.9666,274.53,28.4898,83.6101,0,0,0,0
60.4531,-18.4181,-165.633,53.9995,254.25,28.8098,77.1919,0,0,0,0
60.457,-19.0445,-155.172,54.9528,235.805,29.0929,66.6337,0,0,0,0
60.4609,-19.6303,-144.806,55.8416,219.764,29.3303,56.7357,0,0,0,0
60.4648,-20.1757,-135.077,56.6696,204.233,29.5361,51.4251,0,0,0,0
60.4688,-20.6855,-127.976,57.4371,191.106,29.7321,39.443,0,0,0,0
60.4727,-21.1755,-123.707,58.1625,181.029,29.8442,13.5942,0,0,0,0
60.4766,-21.6519,-120.688,58.8513,174.107,29.8383,-28.1563,0,0,0,0
60.4805,-22.1183,-117.589,59.5226,170.024,29.6243,-85.1461,0,0,0,0
60.4844,-22.5705,-114.152,60.1795,166.069,29.1731,-147.58,0,0,0,0
60.4883,-23.0101,-110.75,60.82,160.247,28.4714,-190.754,0,0,0,0
60.4922,-23.4357,-107.418,61.4314,152.461,27.6829,-205.056,0,0,0,0
60.4961,-23.8492,-104.082,62.011,144.029,26.8695,-209.23,0,0,0,0
60.5,-24.2488,-101.046,62.5565,135.453,26.0484,-216.601,0,0,0,0
60.5039,-24.6386,-98.6001,63.0692,127.005,25.1774,-229.75,0,0,0,0
60.5078,-25.019,-96.2147,63.5487,117.493,24.2536,-242.071,0,0,0,0
60.5117,-25.3902,-93.596,63.987,107.643,23.2863,-252.021,0,0,0,0
60.5156,-25.7502,-91.768,64.3896,99.0089,22.2848,-257.267,0,0,0,0
60.5195,-26.1071,-91.3553,64.7605,91.104,21.2765,-253.864,0,0,0,0
60.5234,-26.4639,-91.5229,65.1013,82.4428,20.3016,-242.414,0,0,0,0
60.5273,-26.8221,-92.3568,65.4045,74.2479,19.3828,-228.976,0,0,0,0
60.5312,-27.1854,-93.8016,65.6813,67.5157,18.5129,-216.713,0,0,0,0
60.5352,-27.5549,-95.4512,65.9319,60.5515,17.6898,-205.806,0,0,0,0
60.5391,-27.931,-97.2763,66.1544,51.5017,16.9051,-194.479,0,0,0,0
60.543,-28.3148,-99.5325,66.3343,41.858,16.1706,-183.245,0,0,0,0
60.5469,-28.7086,-102.216,66.4814,34.1078,15.4736,-174.048,0,0,0,0
60.5508,-29.1133,-105.427,66.6007,27.5507,14.8109,-165.768,0,0,0,0
60.5547,-29.5322,-109.272,66.6966,22.1607,14.1786,-159.098,0,0,0,0
60.5586,-29.9669,-114.264,66.7738,17.1905,13.568,-153.005,0,0,0,0
60.5625,-30.4248,-119.395,66.8309,12.4549,12.9834,-148.208,0,0,0,0
60.5664,-30.8996,-123.669,66.8711,7.80923,12.4102,-144.921,0,0,0,0
60.5703,-31.3909,-127.759,66.8919,2.56517,11.8512,-141.092,0,0,0,0
60.5742,-31.8977,-131.838,66.8912,-4.12606,11.308,-135.442,0,0,0,0
60.5781,-32.4208,-135.428,66.8597,-11.3708,10.7932,-130.322,0,0,0,0
60.582,-32.9557,-137.864,66.8023,-17.9943,10.29,-129.571,0,0,0,0
60.5859,-33.4978,-139.139,66.7191,-24.5897,9.78096,-130.426,0,0,0,0
60.5898,-34.0426,-139.049,66.6103,-32.6882,9.27107,-129.582,0,0,0,0
60.5938,-34.5841,-138.363,66.4637,-40.9504,8.76867,-128.198,0,0,0,0
60.5977,-35.1235,-136.998,66.2903,-48.5761,8.26959,-127.143,0,0,0,0
60.6016,-35.6543,-134.32,66.0842,-57.2111,7.77543,-125.246,0,0,0,0
60.6055,-36.1728,-129.971,65.8434,-66.9457,7.29117,-123.219,0,0,0,0
60.6094,-36.6696,-125.017,65.5613,-77.5395,6.81284,-120.967,0,0,0,0
60.6133,-37.1494,-120.364,65.2377,-87.6676,6.34617,-118.109,0,0,0,0
60.6172,-37.6099,-115.309,64.8764,-97.3914,5.89017,-113.424,0,0,0,0
60.6211,-38.0502,-109.222,64.4769,-108.393,5.4601,-106.441,0,0,0,0
60.625,-38.4632,-102.931,64.0296,-120.593,5.05865,-99.2622,0,0,0,0
60.6289,-38.8543,-97.4069,63.5348,-131.725,4.68467,-89.936,0,0,0,0
60.6328,-39.2241,-92.221,63.0006,-141.743,4.35607,-78.5837,0,0,0,0
60.6367,-39.5748,-86.5379,62.4275,-152.3,4.07077,-68.533,0,0,0,0
60.6406,-39.9001,-81.1597,61.8108,-162.911,3.82069,-58.7925,0,0,0,0
60.6445,-40.2088,-76.8647,61.1548,-172.073,3.61149,-46.9125,0,0,0,0
60.6484,-40.5006,-72.2666,60.4666,-180.509,3.45421,-34.0973,0,0,0,0
60.6523,-40.7733,-66.0045,59.7447,-190.568,3.34512,-21.6063,0,0,0,0
60.6562,-41.0162,-59.5823,58.9779,-201.076,3.28542,-8.64114,0,0,0,0
60.6602,-41.2388,-54.298,58.1739,-211.24,3.27761,2.42778,0,0,0,0
60.6641,-41.4404,-48.8861,57.3277,-221.352,3.30439,8.86016,0,0,0,1
60.668,-41.6207,-42.7704,56.4447,-231.768,3.34683,13.001,0,0,0,1
60.6719,-41.7745,-37.0789,55.5171,-242.284,3.40595,17.6192,0,0,0,1
60.6758,-41.9104,-32.7003,54.552,-252.636,3.48447,23.2423,0,0,0,1
60.6797,-42.03,-28.3495,53.5435,-262.879,3.58752,27.7901,0,0,0,1
60.6836,-42.1318,-23.5335,52.4983,-272.344,3.70157,29.7143,0,0,0,1
